user,product,images,content,score,total,like,dislike
네이버 페이 구매*,뉴 뎁스 아이섀도우 얼루어 인 모션,[],만족패키지도 예쁘고 여닫는게 자석이라 편해요ㅠㅜ 가끔 잘 안 열리는 섀도우를 만나면 너무 힘 주다가 손톱으로 섀도우 긁어버리는 일이 많았거든요... 아무튼 발색도 좋고 톤 상관없이 어울릴 색 같습니다 만족!(2020-07-05 10:24:50 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족오렌지빛이 이여름이랑 잘어울리는듯(2020-07-23 20:31:53 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족무쌍 눈이라 자칫 부어보이지 않을까 걱정했는데 예쁜 음영섀도우로 잘 바를 수 있을 것 같아요. 이거 하나만 발라도 예뻐요~^^(2020-07-10 07:53:32 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족볼에바르는데 너무 색이 예쁩니다(2020-07-10 00:19:20 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족색감이 너무 예뻐서 데일리로 최고에요(2020-07-10 00:09:59 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
진솔*,뉴 뎁스 아이섀도우 인스파이어,[],발색력이 너무 좋아요 이번에 팔레트도 사려고요~^^,- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족오렌지빛이 이여름이랑 잘어울리는듯(2020-07-23 20:31:53 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족무쌍 눈이라 자칫 부어보이지 않을까 걱정했는데 예쁜 음영섀도우로 잘 바를 수 있을 것 같아요. 이거 하나만 발라도 예뻐요~^^(2020-07-10 07:53:32 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족볼에바르는데 너무 색이 예쁩니다(2020-07-10 00:19:20 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족색감이 너무 예뻐서 데일리로 최고에요(2020-07-10 00:09:59 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
진솔*,뉴 뎁스 아이섀도우 인스파이어,[],발색력이 너무 좋아요 이번에 팔레트도 사려고요~^^, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족발색도 좋고 너무 맘에 드네요 다른색들도 추가로 구입할까해요(2020-06-20 22:26:05 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김세*,뉴 뎁스 아이섀도우 인스파이어,[],웜톤분들이시라면 완전 좋아하실 진저컬러에요!!봄웜인 저는 이걸로만 섀도우하고 사진 속 모델분 처럼 연하게 치크 대신으로 해줘도 이뻐요!!개인적으로 잘 샀다고 생각하는 제품이에요^^, 아주 좋아요,0,0,0
모찌*,뉴 뎁스 아이섀도우 인스파이어,[],색감 진짜 좋아요!, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족대박. 발림성 장난아님 너무너무부드럽게 발려요 색깔도. 내가원하던색깔이요~~ 다음 쉐도우도. 도전해보겠어요(2020-06-17 14:51:56 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족분위기있는컬러네요 가을겨울에 좋을꺼같아요 잘쓸께요(2020-06-17 01:01:42 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
연보*,뉴 뎁스 아이섀도우 인스파이어,[],최근에 산 섀도우 중에 제일 맘에 들어요♡ 최고최고, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/78/00/image1/thumbnail_3afed083627d3ce8.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/78/00/image1/thumbnail_3afed083627d3ce8.jpg']",오렌지빛 살짝도는 갈색느낌 사진 그대로입니다 좋아요!(2020-06-05 14:47:56 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/77/46/image1/thumbnail_a3c521a2b5f1afc5.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/77/46/image1/thumbnail_a3c521a2b5f1afc5.jpg']",충동적으로 구매했는데 실제로 발라보니 생각보다 훨씬 더 이뻤습니다!(2020-06-04 20:57:15 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,[],만족사진이랑 같은칼라예요 결이 곱고 발색이 좋아요(2020-06-02 19:33:49 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 인스파이어,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/74/46/image1/thumbnail_5a6190d638258cba.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/74/46/image1/thumbnail_5a6190d638258cba.jpg']",너무 예뻐요 또 시켰어요(2020-05-30 21:57:02 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
장규*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/10/image1/thumbnail_c0a15d3e2c5e25ac.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/10/image1/thumbnail_c0a15d3e2c5e25ac.jpg']",딱 원하던 색이에요 너무 좋아요,- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,[],만족여름 뮤트인데 바르면 멍든 느낌 전혀 아니고 그윽하고 우아한 느낌이에요 촉감도 부드러워서 좋고 블렌딩도 잘 돼요!(2020-07-30 17:55:32 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/40/image1/thumbnail_689bc818df84c241.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/40/image1/thumbnail_689bc818df84c241.jpg']",색이 너무 고급스럽게 예뻐요 ㅜㅜㅜ(2020-07-26 18:03:33 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/12/image1/thumbnail_4801d2abf087eb4c.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/12/image1/thumbnail_4801d2abf087eb4c.jpg']",핑크보라로 쿨톤 음영메이크업하기 딱(2020-07-25 14:28:33 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image1/thumbnail_4ade6f0fd4c70bec.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image2/thumbnail_5ecf04018eb02131.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image1/thumbnail_4ade6f0fd4c70bec.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image2/thumbnail_5ecf04018eb02131.jpg']",색도 이쁘구 다른 베이스랑 섞어쓰기 너무 좋아요 이런 메밀색? 모으고 있었는데 마음에 들어요(2020-07-22 18:33:27 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
장규*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/10/image1/thumbnail_c0a15d3e2c5e25ac.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/10/image1/thumbnail_c0a15d3e2c5e25ac.jpg']",딱 원하던 색이에요 너무 좋아요, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,[],만족여름 뮤트인데 바르면 멍든 느낌 전혀 아니고 그윽하고 우아한 느낌이에요 촉감도 부드러워서 좋고 블렌딩도 잘 돼요!(2020-07-30 17:55:32 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/40/image1/thumbnail_689bc818df84c241.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/40/image1/thumbnail_689bc818df84c241.jpg']",색이 너무 고급스럽게 예뻐요 ㅜㅜㅜ(2020-07-26 18:03:33 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/12/image1/thumbnail_4801d2abf087eb4c.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/95/12/image1/thumbnail_4801d2abf087eb4c.jpg']",핑크보라로 쿨톤 음영메이크업하기 딱(2020-07-25 14:28:33 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 어센틱,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image1/thumbnail_4ade6f0fd4c70bec.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image2/thumbnail_5ecf04018eb02131.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image1/thumbnail_4ade6f0fd4c70bec.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/94/35/image2/thumbnail_5ecf04018eb02131.jpg']",색도 이쁘구 다른 베이스랑 섞어쓰기 너무 좋아요 이런 메밀색? 모으고 있었는데 마음에 들어요(2020-07-22 18:33:27 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
조정*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/92/79/image1/thumbnail_6ea19d6add9afc6d.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/92/79/image1/thumbnail_6ea19d6add9afc6d.jpg']","빠른 배송 좋아요.아직 사용하지 않았지만, 기대됩니다.",- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족그린계열 좋아해서 지인 선물용으로 구입했어요 아마 좋아할듯 합니다 이런색은 드문데 괜찮을것 같네요(2020-05-25 17:57:58 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],"만족친구 생일선물로 주문한건데, 색깔도 너무 예쁘고 케이스도 너무 예뻐서 만족해요 ㅠㅠ 안에 거울도 내장되어 있어서 더 만족이에욘 ㅎ(2020-05-10 21:59:30 에 등록된 네이버 페이 구매평)",- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족색감 너무좋고. 다른보라색. 파란색도 나왔으면 좋겠어요 고급스러운 느낌♡♡(2020-05-06 23:37:58 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/09/image1/thumbnail_4f2e7ad9d8435d7c.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/09/image1/thumbnail_4f2e7ad9d8435d7c.jpg']",쓰기힘들어 보이지만 예뻐서 샀어요 실물도 이뻐요 ㅎㅎ(2020-04-29 21:57:22 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
조정*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/92/79/image1/thumbnail_6ea19d6add9afc6d.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/92/79/image1/thumbnail_6ea19d6add9afc6d.jpg']","빠른 배송 좋아요.아직 사용하지 않았지만, 기대됩니다.", 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족그린계열 좋아해서 지인 선물용으로 구입했어요 아마 좋아할듯 합니다 이런색은 드문데 괜찮을것 같네요(2020-05-25 17:57:58 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],"만족친구 생일선물로 주문한건데, 색깔도 너무 예쁘고 케이스도 너무 예뻐서 만족해요 ㅠㅠ 안에 거울도 내장되어 있어서 더 만족이에욘 ㅎ(2020-05-10 21:59:30 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족색감 너무좋고. 다른보라색. 파란색도 나왔으면 좋겠어요 고급스러운 느낌♡♡(2020-05-06 23:37:58 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/09/image1/thumbnail_4f2e7ad9d8435d7c.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/09/image1/thumbnail_4f2e7ad9d8435d7c.jpg']",쓰기힘들어 보이지만 예뻐서 샀어요 실물도 이뻐요 ㅎㅎ(2020-04-29 21:57:22 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
현수*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/62/31/image1/thumbnail_7a8230bc36522f84.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/62/31/image1/thumbnail_7a8230bc36522f84.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  그린컬러 섀도우 파는곳이 정말 없는데 반가운 마음에 구매했습니다. 엄마가 늘 그린컬러르 쓰시거든요. 선물용으로 구매해서 열어보진 못했습니다. 패키지도 예쁘고 양도 많아서 좋아하실거 같아요. 다 쓰면 또 구매하겠습니다. 단종시키지 말아주세요~~", 아주 좋아요,0,0,0
고현*,뉴 뎁스 아이섀도우 뉴 웨이브,[],힌스 정말 초록색 제품으로 너무 궁금하게 만들어서 사게 만드는 마법의 마케팅.... 너무 궁금해서 샀는데 진짜 발색이 좋더라고요 제품 도착하자마자 눈에 발라봤는데 좀 색다르게 화장하고 싶을 때 쓰면 좋을 것 같아요. 약간 가인화장도 생각나고 그랬어요. 제품 연출 사진에서는 회색끼가 많이 돌면서도 투명한 초록색으로 발색되는데 저는 그냥 밀키한 초록색이라서 어떻게 연출해야 할지 좀 혼란스럽긴 한데 나름 상큼하고 익조틱하기도 하고 뭔가 성숙해보이기도 하고 그렇습니다. 근데 눈 비비니까 바로 지워지더라고요 지속력은 좋지 않은 듯 합니다., 아주 좋아요,0,0,0
김혜*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image1/thumbnail_77c20e85793d5efa.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image2/thumbnail_1bc1ac4cb7700699.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image1/thumbnail_77c20e85793d5efa.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image2/thumbnail_1bc1ac4cb7700699.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  결국 뉴웨이브 컬러 사고 말았어요아른거려서 고민했는데빈티지 그린컬러라 예쁘게 발색됩니당레이어드 할 수록 진하게 발색돼서저는 아이라인처럼도 잘 사용하고 있어요:-)", 아주 좋아요,0,0,0
오혜*,뉴 뎁스 아이섀도우 뉴 웨이브,[],유니크한 민트? 한번쯤 소장하고팠던 색이에요~^^, 아주 좋아요,0,0,0
모하*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/87/image1/thumbnail_69bd44b900bbea80.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/87/image1/thumbnail_69bd44b900bbea80.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  생각했던 색감이에여그린색 셰도우 진짜 흔하지않은데 너무이쁩니다", 아주 좋아요,0,0,0
현수*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/62/31/image1/thumbnail_7a8230bc36522f84.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/62/31/image1/thumbnail_7a8230bc36522f84.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  그린컬러 섀도우 파는곳이 정말 없는데 반가운 마음에 구매했습니다. 엄마가 늘 그린컬러르 쓰시거든요. 선물용으로 구매해서 열어보진 못했습니다. 패키지도 예쁘고 양도 많아서 좋아하실거 같아요. 다 쓰면 또 구매하겠습니다. 단종시키지 말아주세요~~", 아주 좋아요,0,0,0
고현*,뉴 뎁스 아이섀도우 뉴 웨이브,[],힌스 정말 초록색 제품으로 너무 궁금하게 만들어서 사게 만드는 마법의 마케팅.... 너무 궁금해서 샀는데 진짜 발색이 좋더라고요 제품 도착하자마자 눈에 발라봤는데 좀 색다르게 화장하고 싶을 때 쓰면 좋을 것 같아요. 약간 가인화장도 생각나고 그랬어요. 제품 연출 사진에서는 회색끼가 많이 돌면서도 투명한 초록색으로 발색되는데 저는 그냥 밀키한 초록색이라서 어떻게 연출해야 할지 좀 혼란스럽긴 한데 나름 상큼하고 익조틱하기도 하고 뭔가 성숙해보이기도 하고 그렇습니다. 근데 눈 비비니까 바로 지워지더라고요 지속력은 좋지 않은 듯 합니다., 아주 좋아요,0,0,0
김혜*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image1/thumbnail_77c20e85793d5efa.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image2/thumbnail_1bc1ac4cb7700699.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image1/thumbnail_77c20e85793d5efa.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/47/58/image2/thumbnail_1bc1ac4cb7700699.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  결국 뉴웨이브 컬러 사고 말았어요아른거려서 고민했는데빈티지 그린컬러라 예쁘게 발색됩니당레이어드 할 수록 진하게 발색돼서저는 아이라인처럼도 잘 사용하고 있어요:-)", 아주 좋아요,0,0,0
오혜*,뉴 뎁스 아이섀도우 뉴 웨이브,[],유니크한 민트? 한번쯤 소장하고팠던 색이에요~^^, 아주 좋아요,0,0,0
모하*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/87/image1/thumbnail_69bd44b900bbea80.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/87/image1/thumbnail_69bd44b900bbea80.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  생각했던 색감이에여그린색 셰도우 진짜 흔하지않은데 너무이쁩니다", 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],"만족깜짝놀랐어요, 고급스러운 느낌♡♡♡♡ 반했어요. 블르나 보라색 계열도있었으면좋겠어요♡♡(2020-03-14 19:15:02 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
Therese Ban*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/31/41/image1/thumbnail_3bd90e4c2abb78bb.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/31/41/image2/thumbnail_3672c90112c2b119.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/31/41/image1/thumbnail_3bd90e4c2abb78bb.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/31/41/image2/thumbnail_3672c90112c2b119.jpg']","[힌스에서 추천한 리뷰] 
                
                
                   파스텔을 바른듯한~!부드럽게 잘발립니다~한색상만 사기엔 다른 색상들이 넘 예뻐 8가지 색상 구입했습니다~^^ 화면의 색상보다는 진한컬러입니다~", 아주 좋아요,0,0,0
이혜*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/30/85/image1/thumbnail_847659df9134ffba.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/30/85/image1/thumbnail_847659df9134ffba.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  어떻게 사용해야 할까 아직은 고민스럽지만 보기만 해도 즐거워지는 색깔이에요! 에메랄드 색이 이렇게 예쁜 건 처음 보는 거 같아요. 자주 바르지는 못할 것 같지만 종종 기분전환용?? 으로 잘 쓸 듯!", 아주 좋아요,0,0,0
신명*,뉴 뎁스 아이섀도우 뉴 웨이브,[],정말 어디서도 보기힘든 이쁜색감입니다완전 시크한 느낌 짱피부표을 잘해주고 바르면 더 이뻐요속 커버가 없는거 빼고 다 좋습니다, 아주 좋아요,0,0,0
이미*,뉴 뎁스 아이섀도우 뉴 웨이브,[],발색이 정말좋아요~봄이왔어요~~~~^^, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족컬러 넘 이뻐요 유니크해요(2020-02-01 11:21:58 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
박희*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/20/29/image1/thumbnail_532435cf6a6c6e4f.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/20/29/image1/thumbnail_532435cf6a6c6e4f.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  내공이 팍팍 느껴지는 아이섀도네요.. 그윽하고 세련된 컬러감 진짜 너무이뻐요.무엇보다도 고급스럽고 발색이 너무이뻐요. 크기도 커서 오래오래 쓸수있겠어요. 다른 컬러도 구매해야겠어요~", 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족늘 바르는(튀지않는) 일상의 컬러에서 조금은 산뜻하게 일탈하는 기분의 컬러예요. 그러나 발칙 보다는 생기와 유니크함이 느껴지는 예쁜 그린이예요.자주 바르게 될 거 같습니다.ㅎㅎ(2020-01-30 11:30:00 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
박지*,뉴 뎁스 아이섀도우 뉴 웨이브,[],넘 행복해 ............ 이거 넘 예뻐 아름다워 엘프 색깔 ............ 사랑해요 힌스, 아주 좋아요,0,0,0
김우*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image1/thumbnail_e53baee253bfb2b7.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image2/thumbnail_70c0e2fa92429df2.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image3/thumbnail_8cfe1932793fdba4.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image1/thumbnail_e53baee253bfb2b7.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image2/thumbnail_70c0e2fa92429df2.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/18/68/image3/thumbnail_8cfe1932793fdba4.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  살까 말까 진짜 고민 많이했는데 사길 잘했어요! 패키지도 너무 예쁘고 색깔도 넘 예뻐서 만족합니다❤", 아주 좋아요,0,0,0
이규*,뉴 뎁스 아이섀도우 뉴 웨이브,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/16/53/image1/thumbnail_8ef22b57b045e3eb.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/16/53/image1/thumbnail_8ef22b57b045e3eb.jpg']",생각했던 색감이에요! 이런 색이 다른 화장품 회사에서 흔하지 않는 색이라 찾기 힘들었는데 찾게 해주셔서 감사해요^^, 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족전부 좋습니다~~~~(2020-01-07 01:57:57 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족색이 예뻐서 사봤어요 사용전입니다..(2020-01-07 00:44:29 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,뉴 뎁스 아이섀도우 뉴 웨이브,[],"만족색감 넘이쁘고 좋아여 배송도 빠르고, 제가찾던 색감인데 발색 죽이네여~~~^^(2020-01-03 16:59:27 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
이다*,뉴 뎁스 아이섀도우 뉴 웨이브,[],만족합니다 브러쉬루 터치했을때 가루가 많이 나와서 날릴줄 알았는데 바르면 날림은 별루 없는거 같아요. 색이 아주 예뻐여., 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 클리어,[],건성피부인 제가 쓰기에도 무난하니 좋아요(2020-08-21 18:45:54 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
유영*,트루 디멘션 래디언스 밤 클리어,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/99/16/image1/thumbnail_661725d6787a1c7a.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/99/16/image1/thumbnail_661725d6787a1c7a.jpg']",트루 디멘션 래디언스 밤 하나만 살 수 있다면무조건 클리어 추천합니다!왜냐하면 제일 자연스러운 광이 나면서누구나 써도 예쁘게 연출할 수 있을것같아용~,- 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 클리어,[],안쓰다가 쓰니 이거 없음 안되겠어요ㅎㅎ(2020-08-19 23:17:40 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 클리어,[],촉촉하고 좋아요 ㅎ 만족입니다 !(2020-08-19 15:45:21 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 클리어,[],진짜 예쁨.ㅋㅋ 엄청 네츄럴 하게 예쁨(2020-08-19 11:32:39 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 클리어,[],건성피부인 제가 쓰기에도 무난하니 좋아요(2020-08-21 18:45:54 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
